DAY,LAT,LON,ELEV,IRRAD,TMIN,TMAX,VAP,RAIN,E0,ES0,ET0,WIND,TEMP
1983-09-11,54.45,36.36,195.68,9040000.0,6.76,15.69,10.896897758820941,0.009,0.15223073603431828,0.13103101211263304,0.15656838756798694,2.17,10.88
1983-09-12,54.45,36.36,195.68,9720000.0,5.85,15.73,10.481789245870573,0.004,0.1509437096159177,0.12839597941889608,0.15823087418359857,1.93,10.25
1983-09-13,54.45,36.36,195.68,10620000.0,5.16,16.08,10.080667474858265,0.003,0.16937456249939403,0.1448449360995465,0.18104402301233588,2.63,10.08
1983-09-14,54.45,36.36,195.68,13210000.0,6.72,17.4,10.589655514648719,0.002,0.2098273637478168,0.17821217175618237,0.2212476791198307,3.03,11.65
1983-09-15,54.45,36.36,195.68,9110000.0,7.3,16.87,11.27287103617715,0.022,0.1731174193162071,0.1513016261007563,0.18260962346865392,3.34,11.83
1983-09-16,54.45,36.36,195.68,7600000.0,7.0,15.57,11.707470590373388,0.442,0.11554131996765866,0.09769205343888522,0.12109970344218166,1.49,10.85
1983-09-17,54.45,36.36,195.68,14870000.0,6.72,17.96,11.303436147077138,0.036,0.18852293404758658,0.15269711906758313,0.20032935263079366,2.03,11.65
1983-09-18,54.45,36.36,195.68,12740000.0,6.44,18.32,10.8156806316304,0.0,0.1966841045478625,0.1659610147919685,0.21995186926382573,2.98,12.01
1983-09-19,54.45,36.36,195.68,13500000.0,6.45,20.13,11.249994953126073,0.001,0.21370395976040527,0.18045503398354634,0.23195656961680738,2.52,12.75
1983-09-20,54.45,36.36,195.68,13430000.0,7.72,19.65,11.16646508190601,0.0,0.19061157717965155,0.1572396808716546,0.2195781668790624,2.06,12.82
1983-09-21,54.45,36.36,195.68,11660000.0,6.76,20.03,11.227159729370062,0.0,0.1838887388831232,0.15510314630580557,0.20853913097137636,2.1,12.87
1983-09-22,54.45,36.36,195.68,14260000.0,6.3,21.15,12.034938513584404,0.0,0.19680223939799874,0.16133627864308195,0.21353846235144505,1.93,13.57
1983-09-23,54.45,36.36,195.68,10480000.0,7.36,19.09,11.008513287420026,0.039,0.1973981554378633,0.17162524569506396,0.23437273878035775,3.62,12.3
1983-09-24,54.45,36.36,195.68,6840000.0,6.23,12.97,9.773605873850478,0.018,0.11031006967746378,0.0949242823858585,0.12220366903955608,2.29,8.71
1983-09-25,54.45,36.36,195.68,10220000.0,4.39,13.96,8.919891204688767,0.0,0.1323916532468762,0.10966283500708943,0.15564758840062826,2.57,9.06
1983-09-26,54.45,36.36,195.68,5330000.0,6.82,12.19,8.735295343101539,0.018,0.1667505953437062,0.15479160296854805,0.17393781771949432,4.72,9.21
1983-09-27,54.45,36.36,195.68,13320000.0,6.27,12.81,8.364437826178916,0.086,0.18700131480365723,0.1570872119686944,0.20453112995311162,4.33,8.92
1983-09-28,54.45,36.36,195.68,5150000.0,7.54,15.71,11.605289052991804,0.151,0.13209940878313547,0.11990281889785977,0.14296467386297151,5.05,11.38
1983-09-29,54.45,36.36,195.68,6440000.0,2.96,9.86,6.4216171503342965,0.005,0.190493598466488,0.17725849493713203,0.19462525783037427,5.68,6.1
1983-09-30,54.45,36.36,195.68,6440000.0,1.46,8.45,6.143653459932471,0.002,0.15123089585940447,0.13857996430796052,0.15881903505114642,5.05,4.32
1983-10-01,54.45,36.36,195.68,5720000.0,-0.25,6.57,5.850656567138259,0.01,0.10845524018836257,0.09786534331223083,0.11714731275693242,4.23,2.94
1983-10-02,54.45,36.36,195.68,6370000.0,1.23,7.17,5.803752625896711,0.02,0.13801912528069524,0.12580783266205212,0.14669965540997104,4.73,3.68
1983-10-03,54.45,36.36,195.68,4250000.0,0.61,6.73,7.142726485712347,0.158,0.05836107481766904,0.050355800288575836,0.06620036447947673,2.73,3.08
1983-10-04,54.45,36.36,195.68,7670000.0,0.43,10.47,7.3390388902660675,0.025,0.07030397767563026,0.05499922633190962,0.09751647295736829,1.88,4.54
1983-10-05,54.45,36.36,195.68,4790000.0,2.58,13.65,9.01347217176805,0.178,0.08558816508683775,0.0752423072985827,0.11593923129020693,2.95,7.89
1983-10-06,54.45,36.36,195.68,5000000.0,7.43,14.73,10.793623189564311,0.516,0.12111048084473779,0.10942716065232563,0.14076800949995447,4.49,10.92
1983-10-07,54.45,36.36,195.68,3530000.0,2.76,10.67,9.057438688957841,0.27799999999999997,0.06704755085855538,0.05972628145530634,0.07606824740417215,5.0,7.45
1983-10-08,54.45,36.36,195.68,6660000.0,2.89,10.68,8.201556339738227,0.039,0.09296178787190926,0.07912005746432708,0.1134303409419449,4.5,6.79
1983-10-09,54.45,36.36,195.68,2950000.0,7.01,10.01,10.517636682138832,0.29,0.05444581460481007,0.048003414587987715,0.05570332563362566,3.84,8.64
1983-10-10,54.45,36.36,195.68,1980000.0,2.04,9.24,8.735295343101539,2.628,0.03497555771501524,0.031001174964306072,0.053286285908059436,5.16,5.94
1983-10-11,54.45,36.36,195.68,6300000.0,1.22,8.14,6.802978970425883,0.051000000000000004,0.09801128386648947,0.08574405790365772,0.11471513298897182,5.27,4.82
1983-10-12,54.45,36.36,195.68,3780000.0,5.71,10.97,10.261926488973785,0.301,0.04843955266318034,0.04022349786684637,0.06053414783598432,2.68,7.9
1983-10-13,54.45,36.36,195.68,4210000.0,2.18,8.6,8.207324994608378,0.040999999999999995,0.04415715245648439,0.03577228202135181,0.060158761553586015,2.67,5.55
1983-10-14,54.45,36.36,195.68,5080000.0,2.15,9.8,8.717022356486297,0.044,0.03504621304387513,0.024743305060553722,0.056484593382186865,2.07,5.48
1983-10-15,54.45,36.36,195.68,7020000.0,5.57,12.87,9.895427295634889,0.006,0.06308299255558532,0.04745187717778552,0.09781586915177658,3.28,7.63
1983-10-16,54.45,36.36,195.68,5620000.0,5.72,12.47,9.956838055458144,0.056999999999999995,0.05648716408026161,0.04401553546371064,0.08609672502962097,2.83,8.19
1983-10-17,54.45,36.36,195.68,6730000.0,5.7,14.13,10.553592012559259,0.014000000000000002,0.04443213807595696,0.02916762237342656,0.08226894898675208,2.12,8.38
1983-10-18,54.45,36.36,195.68,8500000.0,5.69,14.62,10.290065723928432,0.009,0.05038928848978121,0.030989288701959106,0.10331087375499544,2.94,8.45
1983-10-19,54.45,36.36,195.68,4680000.0,4.84,10.61,9.120575919854847,0.061,0.056222959170143916,0.04622601414349188,0.08157791322139511,3.69,7.71
1983-10-20,54.45,36.36,195.68,6230000.0,4.75,11.54,8.195791262053394,0.057999999999999996,0.10804104280889607,0.09457357695609461,0.14618122163305358,5.5,7.32
1983-10-21,54.45,36.36,195.68,3060000.0,0.67,6.7,7.0513659676731315,0.012,0.05015751618155608,0.04439082213506112,0.06483104280872055,4.28,3.69
1983-10-22,54.45,36.36,195.68,4070000.0000000005,-0.08,6.02,6.375301401057535,0.022,0.03607750071508413,0.02859128174402681,0.06167206202075802,2.44,1.85
1983-10-23,54.45,36.36,195.68,4030000.0000000005,0.38,6.68,7.127427522138455,0.061,0.030674909007035577,0.023119638256002783,0.053434041532657316,3.6,3.92
1983-10-24,54.45,36.36,195.68,2270000.0,0.7,8.28,7.365220890446981,0.012,0.051238707529122976,0.046845706526509004,0.07087500936835762,3.54,4.42
1983-10-25,54.45,36.36,195.68,6230000.0,-3.21,6.3,5.685858281339906,0.002,0.017381084804257235,0.0064840658332848385,0.06459658790396641,3.04,1.37
1983-10-26,54.45,36.36,195.68,4970000.0,-4.02,4.44,5.1466566651329115,0.019,0.024226210392218596,0.015953212412542425,0.060943771054521215,3.11,-0.02
1983-10-27,54.45,36.36,195.68,3600000.0,-0.58,8.46,7.76247336757693,0.087,0.01806078741241048,0.01121854670886758,0.04726391526352751,5.45,4.53
1983-10-28,54.45,36.36,195.68,4320000.0,6.25,11.02,9.514182103933011,0.011,0.06398281712596772,0.05451585134454351,0.09411252958128992,5.55,7.91
1983-10-29,54.45,36.36,195.68,6370000.0,-5.58,6.09,5.932462595191463,0.018,0.0,0.0,0.03654938478480546,3.43,2.25
1983-10-30,54.45,36.36,195.68,6160000.0,-6.3,1.98,3.6952752514790586,0.0,0.0029870645375561313,0.0,0.051581348613069365,1.91,-3.24
1983-10-31,54.45,36.36,195.68,4640000.0,-4.27,1.74,4.0267553067196635,0.0,0.05047635372018712,0.04318422311597887,0.08444771825048299,4.54,-1.51
1983-11-01,54.45,36.36,195.68,3020000.0,-2.02,1.52,5.4483665853911525,0.098,0.018644528133259196,0.013705259728029124,0.03660462691003192,3.85,-0.07
1983-11-02,54.45,36.36,195.68,2630000.0,1.61,6.62,7.380969644795426,0.393,0.048940371023977844,0.04391273591775357,0.06108774593594759,7.08,3.91
1983-11-03,54.45,36.36,195.68,5650000.0,-1.6,5.61,5.456407459564031,0.018,0.055616260318693475,0.0455690489712493,0.10029906523391478,7.08,2.74
1983-11-04,54.45,36.36,195.68,2920000.0,-2.58,3.37,5.196532420301889,0.002,0.038167276765405135,0.033272512851263994,0.0639064701929347,4.27,0.26
1983-11-05,54.45,36.36,195.68,3060000.0,0.56,5.07,6.274444687173291,0.044,0.01302044203857113,0.007421989059130145,0.043805139973641015,1.83,2.0
1983-11-06,54.45,36.36,195.68,2049999.9999999998,0.62,5.38,7.333812362784213,0.032,0.009729688722246967,0.0059550988950427776,0.02711009501022892,2.99,3.19
1983-11-07,54.45,36.36,195.68,4790000.0,2.98,7.6,8.064177413438307,0.012,0.0,0.0,0.02817020385551029,2.69,4.68
1983-11-08,54.45,36.36,195.68,2810000.0,2.67,5.61,7.713169992186724,0.015,0.0,0.0,0.026925460489319153,2.5,3.6
1983-11-09,54.45,36.36,195.68,3460000.0,1.71,4.61,7.224811787301583,0.034999999999999996,0.0,0.0,0.025093254156346327,4.58,3.23
1983-11-10,54.45,36.36,195.68,3740000.0,-0.83,3.32,5.736122451538042,0.019,0.0,0.0,0.030316147621607458,2.18,0.84
1983-11-11,54.45,36.36,195.68,3350000.0,-3.54,1.03,4.980976262566106,0.359,0.0,0.0,0.022456148980194015,2.15,-1.46
1983-11-12,54.45,36.36,195.68,3600000.0,-7.35,-2.82,3.59399694810043,0.818,0.017225151336986252,0.01241734987501378,0.04015751212802085,7.39,-4.77
1983-11-13,54.45,36.36,195.68,2300000.0,-8.6,-6.97,2.7743423701767416,0.5309999999999999,0.04435629407015191,0.04165211846108351,0.0444246772741214,7.76,-7.77
1983-11-14,54.45,36.36,195.68,2740000.0,-11.09,-8.52,2.544809730262536,0.118,0.0029865045420499436,7.778433384472912e-05,0.02059201794013914,3.9,-9.73
1983-11-15,54.45,36.36,195.68,3310000.0,-9.04,-2.2,3.8489897303051506,0.131,0.0,0.0,0.013885892117366233,4.38,-5.08
1983-11-16,54.45,36.36,195.68,5000000.0,-10.53,-4.95,3.0821857097137806,0.017,0.0,0.0,0.012294183558111418,4.36,-7.72
1983-11-17,54.45,36.36,195.68,3130000.0,-9.04,-4.41,3.304782679852583,0.147,0.0,0.0,0.01040659704882055,1.61,-7.23
1983-11-18,54.45,36.36,195.68,4179999.9999999995,-9.95,-3.45,3.3829695445065773,0.05,0.0,0.0,0.009158971118544667,2.98,-6.76
1983-11-19,54.45,36.36,195.68,4210000.0,-13.13,-3.08,3.4253372273333444,0.277,0.0,0.0,0.0,4.29,-6.6
1983-11-20,54.45,36.36,195.68,1480000.0,-10.19,-1.93,3.752628509144833,0.023,0.005280491525860095,0.003390578939643206,0.023227431513547826,6.49,-5.65
1983-11-21,54.45,36.36,195.68,2560000.0,-5.11,-2.61,4.167195441946825,0.096,0.0,0.0,0.023741743196377174,5.58,-4.19
1983-11-22,54.45,36.36,195.68,2990000.0,-7.85,-3.22,4.0206121477072605,0.322,0.0,0.0,6.113959999857129e-05,3.73,-4.88
1983-11-23,54.45,36.36,195.68,4030000.0000000005,-18.28,-8.06,2.3877747151713002,0.06999999999999999,0.0,0.0,0.0,3.61,-11.51
1983-11-24,54.45,36.36,195.68,2300000.0,-17.45,-7.99,2.3191208558159424,0.258,0.0,0.0,0.006250160162473599,3.29,-11.81
1983-11-25,54.45,36.36,195.68,1440000.0,-13.9,-4.15,3.091896540795733,0.075,0.0,0.0,0.015586421400081246,6.7,-8.12
1983-11-26,54.45,36.36,195.68,2770000.0,-9.43,-2.17,3.530588619392783,0.016,0.0,0.0,0.027614813048452896,5.46,-6.63
1983-11-27,54.45,36.36,195.68,1580000.0,-1.52,0.43,5.748749746479173,0.483,0.0,0.0,0.011144300037649912,6.5,-0.22
1983-11-28,54.45,36.36,195.68,1370000.0,0.21,1.04,6.183983438991623,0.595,0.0,0.0,0.016246336841821772,5.14,0.52
1983-11-29,54.45,36.36,195.68,1010000.0,1.14,2.64,6.832371406262659,1.848,0.004129564907598538,0.0023408739489258006,0.018320454045907802,2.85,1.6
1983-11-30,54.45,36.36,195.68,3200000.0,-8.73,2.14,3.3254739752723816,0.151,0.0,0.0,0.07230139658717087,4.16,-6.07
1983-12-01,54.45,36.36,195.68,2520000.0,-10.7,-6.58,2.8367776976623804,0.051000000000000004,0.0,0.0,0.016482504731172458,4.75,-8.39
1983-12-02,54.45,36.36,195.68,2380000.0,-16.24,-9.1,2.060050313213624,0.004,0.0,0.0,0.012710154641491686,3.32,-12.76
1983-12-03,54.45,36.36,195.68,2840000.0,-15.36,-8.13,2.3172391557894763,0.017,0.0,0.0,0.01080371897538052,5.58,-10.98
1983-12-04,54.45,36.36,195.68,2450000.0,-11.42,-6.64,2.7699298268877044,0.013000000000000001,0.0,0.0,0.018405717438847856,6.32,-8.5
1983-12-05,54.45,36.36,195.68,1400000.0,-6.53,-3.49,4.00529060118957,0.253,0.0,0.0,0.014279108517022885,4.75,-4.74
1983-12-06,54.45,36.36,195.68,2450000.0,-3.13,0.27,5.321130980545803,0.053000000000000005,0.0,0.0,0.0018089584245220003,4.45,-1.34
1983-12-07,54.45,36.36,195.68,1300000.0,-3.6,-0.1,5.116174974590681,0.022,0.0,0.0,0.011811686194485502,1.73,-2.01
1983-12-08,54.45,36.36,195.68,2020000.0,-12.14,-2.23,3.7468578533225516,0.016,0.0,0.0,0.0,2.01,-6.12
1983-12-09,54.45,36.36,195.68,2480000.0,-11.28,-5.27,2.9771415306736997,0.008,0.0,0.0,0.007050449712912604,2.88,-8.79
1983-12-10,54.45,36.36,195.68,1370000.0,-8.15,-3.38,3.866743885057656,0.149,0.0,0.0,0.010876408233134197,5.69,-5.07
1983-12-11,54.45,36.36,195.68,1440000.0,-9.19,-2.18,4.148222611336186,0.162,0.0,0.0,0.000814093269939419,6.08,-4.09
1983-12-12,54.45,36.36,195.68,2300000.0,-13.19,-7.31,2.678696577950801,0.022,0.0,0.0,0.006510346596445079,5.54,-9.55
1983-12-13,54.45,36.36,195.68,2840000.0,-14.9,-8.56,2.438477216068203,0.046,0.0,0.0,0.0,3.73,-11.3
1983-12-14,54.45,36.36,195.68,1800000.0,-11.26,-4.35,3.104073304919206,0.036,0.0,0.0,0.010560141217805765,2.25,-8.29
1983-12-15,54.45,36.36,195.68,1480000.0,-13.11,-6.92,2.653125693002876,0.001,0.0,0.0,0.01413697582444721,4.01,-9.94
1983-12-16,54.45,36.36,195.68,2840000.0,-13.88,-8.23,2.355132597722364,0.0,0.0,0.0,0.0057465212194977525,3.63,-11.23
1983-12-17,54.45,36.36,195.68,2300000.0,-13.63,-8.15,2.265100397247781,0.0,0.0,0.0,0.003510724752165967,1.5,-12.02
1983-12-18,54.45,36.36,195.68,1870000.0,-12.53,-6.95,2.723973521802942,0.006,0.0,0.0,0.009074075907084667,3.73,-9.88
1983-12-19,54.45,36.36,195.68,1080000.0,-7.42,-2.58,4.0668891592425,0.121,0.0,0.0,0.014677456763301516,5.21,-4.48
1983-12-20,54.45,36.36,195.68,1980000.0,-3.21,-0.02,5.360606591390904,0.08499999999999999,0.0,0.0,0.0,5.08,-1.04
1983-12-21,54.45,36.36,195.68,2700000.0,-2.66,0.0,5.285823150609879,0.027000000000000003,0.0,0.0,0.0,5.0,-1.1
1983-12-22,54.45,36.36,195.68,1440000.0,-5.45,-2.14,4.444367203031351,0.048,0.0,0.0,0.009651930101633366,4.25,-3.3
